id,production_schedule_id,sequence,location_code,event_type,event_time,advertised_event_time
174459796,7535023,3,DUDESTN,D,2020-12-22 16:32:30,2020-12-22 16:32:00
174459795,7535023,2,DUDESTN,A,2020-12-22 16:31:30,2020-12-22 16:32:00
174459793,7535023,0,BHAMNWS,D,2020-12-22 16:27:00,2020-12-22 16:27:00
174459835,7535024,23,EUSTON,A,2020-12-22 07:35:00,2020-12-22 07:40:00
174459830,7535024,18,HROW,D,2020-12-22 07:22:30,2020-12-22 07:22:00
174459829,7535024,17,HROW,A,2020-12-22 07:21:30,2020-12-22 07:22:00
174459828,7535024,16,WATFDJ,D,2020-12-22 07:16:00,2020-12-22 07:16:00
174459827,7535024,15,WATFDJ,A,2020-12-22 07:13:00,2020-12-22 07:13:00
174459826,7535024,14,KLGL,D,2020-12-22 07:09:00,2020-12-22 07:09:00
174459825,7535024,13,KLGL,A,2020-12-22 07:08:00,2020-12-22 07:08:00
174459824,7535024,12,APSLEY,D,2020-12-22 07:05:00,2020-12-22 07:05:00
174459823,7535024,11,APSLEY,A,2020-12-22 07:04:00,2020-12-22 07:04:00
174459822,7535024,10,HEMLHMP,D,2020-12-22 07:01:30,2020-12-22 07:01:00
174459821,7535024,9,HEMLHMP,A,2020-12-22 07:00:30,2020-12-22 07:01:00
174459819,7535024,7,BERKHMD,D,2020-12-22 06:56:30,2020-12-22 06:56:00
174459818,7535024,6,BERKHMD,A,2020-12-22 06:55:30,2020-12-22 06:56:00
174459817,7535024,5,TRING,D,2020-12-22 06:51:30,2020-12-22 06:50:00
174459816,7535024,4,TRING,A,2020-12-22 06:50:30,2020-12-22 06:50:00
174459814,7535024,2,LTNBZRD,D,2020-12-22 06:42:00,2020-12-22 06:41:00
174459813,7535024,1,LTNBZRD,A,2020-12-22 06:41:00,2020-12-22 06:41:00
174459812,7535024,0,BLTCHLY,D,2020-12-22 06:34:00,2020-12-22 06:34:00
174459843,7535025,7,EUSTON,A,2020-12-22 18:05:00,2020-12-22 18:05:00
174459838,7535025,2,HROW,D,2020-12-22 17:50:30,2020-12-22 17:50:00
174459837,7535025,1,HROW,A,2020-12-22 17:49:30,2020-12-22 17:50:00
174459836,7535025,0,WATFDJ,D,2020-12-22 17:43:00,2020-12-22 17:43:00
174459885,7535027,20,BHAMNWS,A,2020-12-22 06:45:00,2020-12-22 06:47:00
174459883,7535027,18,ADERLYP,D,2020-12-22 06:40:00,2020-12-22 06:40:00
174459882,7535027,17,ADERLYP,A,2020-12-22 06:39:30,2020-12-22 06:40:00
174459881,7535027,16,STECHFD,D,2020-12-22 06:37:00,2020-12-22 06:37:00
174459880,7535027,15,STECHFD,A,2020-12-22 06:36:30,2020-12-22 06:37:00
174459879,7535027,14,LEAHALL,D,2020-12-22 06:34:30,2020-12-22 06:34:00
174459878,7535027,13,LEAHALL,A,2020-12-22 06:33:30,2020-12-22 06:34:00
174459877,7535027,12,MRSTNGR,D,2020-12-22 06:31:00,2020-12-22 06:31:00
174459876,7535027,11,MRSTNGR,A,2020-12-22 06:30:30,2020-12-22 06:31:00
174459875,7535027,10,BHAMINT,D,2020-12-22 06:28:00,2020-12-22 06:28:00
174459874,7535027,9,BHAMINT,A,2020-12-22 06:27:00,2020-12-22 06:27:00
174459873,7535027,8,HMPTNIA,D,2020-12-22 06:24:30,2020-12-22 06:24:00
174459872,7535027,7,HMPTNIA,A,2020-12-22 06:23:30,2020-12-22 06:24:00
174459871,7535027,6,BKSWELL,D,2020-12-22 06:20:00,2020-12-22 06:20:00
174459870,7535027,5,BKSWELL,A,2020-12-22 06:19:30,2020-12-22 06:20:00
174459869,7535027,4,TILEH,D,2020-12-22 06:17:00,2020-12-22 06:17:00
174459868,7535027,3,TILEH,A,2020-12-22 06:16:00,2020-12-22 06:16:00
174459867,7535027,2,CANLEY,D,2020-12-22 06:13:00,2020-12-22 06:13:00
174459866,7535027,1,CANLEY,A,2020-12-22 06:12:30,2020-12-22 06:13:00
174459865,7535027,0,COVNTRY,D,2020-12-22 06:10:00,2020-12-22 06:10:00
174459902,7535028,16,BHAMSNH,A,2020-12-22 20:09:00,2020-12-22 20:11:00
174459901,7535028,15,BHAMMRS,D,2020-12-22 20:07:00,2020-12-22 20:07:00
174459900,7535028,14,BHAMMRS,A,2020-12-22 20:06:00,2020-12-22 20:06:00
174459899,7535028,13,SMLHTH,D,2020-12-22 20:02:30,2020-12-22 20:01:00
174459898,7535028,12,SMLHTH,A,2020-12-22 20:02:00,2020-12-22 20:01:00
174459896,7535028,10,TYSL,D,2020-12-22 19:59:00,2020-12-22 19:59:00
174459895,7535028,9,TYSL,A,2020-12-22 19:58:30,2020-12-22 19:59:00
174459894,7535028,8,SPRD,D,2020-12-22 19:56:00,2020-12-22 19:56:00
174459893,7535028,7,SPRD,A,2020-12-22 19:55:30,2020-12-22 19:56:00
174459892,7535028,6,HLGN,D,2020-12-22 19:54:00,2020-12-22 19:54:00
174459891,7535028,5,HLGN,A,2020-12-22 19:53:00,2020-12-22 19:53:00
174459890,7535028,4,YRDLYWD,D,2020-12-22 19:50:30,2020-12-22 19:50:00
174459889,7535028,3,YRDLYWD,A,2020-12-22 19:50:00,2020-12-22 19:50:00
174459888,7535028,2,SHIRLEY,D,2020-12-22 19:48:00,2020-12-22 19:48:00
174459887,7535028,1,SHIRLEY,A,2020-12-22 19:47:00,2020-12-22 19:47:00
174459886,7535028,0,WHLE,D,2020-12-22 19:45:00,2020-12-22 19:45:00
174460791,7535068,28,SHRWBY,A,2020-12-22 21:13:00,2020-12-22 21:15:00
174460789,7535068,26,WELNGTN,D,2020-12-22 21:00:00,2020-12-22 21:00:00
174460788,7535068,25,WELNGTN,A,2020-12-22 20:59:00,2020-12-22 20:59:00
174460787,7535068,24,OAKNGTS,D,2020-12-22 20:54:00,2020-12-22 20:54:00
174460786,7535068,23,OAKNGTS,A,2020-12-22 20:53:30,2020-12-22 20:54:00
174460785,7535068,22,TELFRDC,D,2020-12-22 20:52:00,2020-12-22 20:52:00
174460784,7535068,21,TELFRDC,A,2020-12-22 20:51:00,2020-12-22 20:51:00
174460782,7535068,19,SHIFNAL,D,2020-12-22 20:46:30,2020-12-22 20:46:00
174460781,7535068,18,SHIFNAL,A,2020-12-22 20:45:30,2020-12-22 20:46:00
174460780,7535068,17,COSFORD,D,2020-12-22 20:41:30,2020-12-22 20:41:00
174460779,7535068,16,COSFORD,A,2020-12-22 20:41:00,2020-12-22 20:41:00
174460778,7535068,15,ALBRGHT,D,2020-12-22 20:38:30,2020-12-22 20:38:00
174460777,7535068,14,ALBRGHT,A,2020-12-22 20:38:00,2020-12-22 20:38:00
174460776,7535068,13,CODSALL,D,2020-12-22 20:34:00,2020-12-22 20:34:00
174460775,7535068,12,CODSALL,A,2020-12-22 20:33:00,2020-12-22 20:33:00
174460774,7535068,11,BILBROK,D,2020-12-22 20:31:00,2020-12-22 20:31:00
174460773,7535068,10,BILBROK,A,2020-12-22 20:30:30,2020-12-22 20:31:00
174460770,7535068,7,WVRMPTN,D,2020-12-22 20:25:00,2020-12-22 20:25:00
174460769,7535068,6,WVRMPTN,A,2020-12-22 20:21:00,2020-12-22 20:21:00
174460767,7535068,4,SNDWDUD,D,2020-12-22 20:11:30,2020-12-22 20:11:00
174460766,7535068,3,SNDWDUD,A,2020-12-22 20:10:30,2020-12-22 20:11:00
174460763,7535068,0,BHAMNWS,D,2020-12-22 20:03:00,2020-12-22 20:03:00
174460878,7535070,57,STRBDGJ,A,2020-12-22 11:52:00,2020-12-22 11:52:00
174460877,7535070,56,LYEE,D,2020-12-22 11:48:30,2020-12-22 11:48:00
174460876,7535070,55,LYEE,A,2020-12-22 11:48:00,2020-12-22 11:48:00
174460875,7535070,54,CRADLYH,D,2020-12-22 11:45:30,2020-12-22 11:45:00
174460874,7535070,53,CRADLYH,A,2020-12-22 11:45:00,2020-12-22 11:45:00
174460873,7535070,52,OLHL,D,2020-12-22 11:42:30,2020-12-22 11:42:00
174460872,7535070,51,OLHL,A,2020-12-22 11:41:30,2020-12-22 11:42:00
174460871,7535070,50,ROWLEYR,D,2020-12-22 11:39:00,2020-12-22 11:39:00
174460870,7535070,49,ROWLEYR,A,2020-12-22 11:38:30,2020-12-22 11:39:00
174460869,7535070,48,LGRN,D,2020-12-22 11:36:00,2020-12-22 11:36:00
174460868,7535070,47,LGRN,A,2020-12-22 11:35:30,2020-12-22 11:36:00
174460866,7535070,45,GALTINT,D,2020-12-22 11:33:00,2020-12-22 11:33:00
174460865,7535070,44,GALTINT,A,2020-12-22 11:32:00,2020-12-22 11:32:00
174460864,7535070,43,HNDSHWT,D,2020-12-22 11:30:00,2020-12-22 11:30:00
174460863,7535070,42,HNDSHWT,A,2020-12-22 11:29:30,2020-12-22 11:30:00
174460862,7535070,41,BHAMJEW,D,2020-12-22 11:26:00,2020-12-22 11:26:00
174460861,7535070,40,BHAMJEW,A,2020-12-22 11:25:30,2020-12-22 11:26:00
174460860,7535070,39,BHAMSNH,D,2020-12-22 11:23:30,2020-12-22 11:23:00
174460859,7535070,38,BHAMSNH,A,2020-12-22 11:22:30,2020-12-22 11:23:00
174460858,7535070,37,BHAMMRS,D,2020-12-22 11:20:30,2020-12-22 11:20:00
174460857,7535070,36,BHAMMRS,A,2020-12-22 11:19:30,2020-12-22 11:20:00
174460856,7535070,35,SMLHTH,D,2020-12-22 11:16:00,2020-12-22 11:16:00
174460855,7535070,34,SMLHTH,A,2020-12-22 11:15:30,2020-12-22 11:16:00
174460853,7535070,32,TYSL,D,2020-12-22 11:13:30,2020-12-22 11:13:00
174460852,7535070,31,TYSL,A,2020-12-22 11:13:00,2020-12-22 11:13:00
174460851,7535070,30,SPRD,D,2020-12-22 11:10:30,2020-12-22 11:10:00
174460850,7535070,29,SPRD,A,2020-12-22 11:10:00,2020-12-22 11:10:00
174460849,7535070,28,HLGN,D,2020-12-22 11:08:30,2020-12-22 11:08:00
174460848,7535070,27,HLGN,A,2020-12-22 11:08:00,2020-12-22 11:08:00
174460847,7535070,26,YRDLYWD,D,2020-12-22 11:05:30,2020-12-22 11:05:00
174460846,7535070,25,YRDLYWD,A,2020-12-22 11:05:00,2020-12-22 11:05:00
174460845,7535070,24,SHIRLEY,D,2020-12-22 11:03:00,2020-12-22 11:03:00
174460844,7535070,23,SHIRLEY,A,2020-12-22 11:02:30,2020-12-22 11:03:00
174460843,7535070,22,WHLE,D,2020-12-22 11:00:30,2020-12-22 11:00:00
174460842,7535070,21,WHLE,A,2020-12-22 10:59:30,2020-12-22 11:00:00
174460841,7535070,20,WYTH,D,2020-12-22 10:56:30,2020-12-22 10:56:00
174460840,7535070,19,WYTH,A,2020-12-22 10:56:00,2020-12-22 10:56:00
174460839,7535070,18,ELWD,D,2020-12-22 10:54:00,2020-12-22 10:54:00
174460838,7535070,17,ELWD,A,2020-12-22 10:53:30,2020-12-22 10:54:00
174460837,7535070,16,THELAKS,D,2020-12-22 10:51:00,2020-12-22 10:51:00
174460836,7535070,15,THELAKS,A,2020-12-22 10:50:30,2020-12-22 10:51:00
174460835,7535070,14,WDND,D,2020-12-22 10:48:30,2020-12-22 10:48:00
174460834,7535070,13,WDND,A,2020-12-22 10:48:00,2020-12-22 10:48:00
174460832,7535070,11,DANZEY,D,2020-12-22 10:45:00,2020-12-22 10:45:00
174460831,7535070,10,DANZEY,A,2020-12-22 10:44:30,2020-12-22 10:45:00
174460830,7535070,9,HENLYIA,D,2020-12-22 10:41:00,2020-12-22 10:41:00
174460829,7535070,8,HENLYIA,A,2020-12-22 10:40:00,2020-12-22 10:40:00
174460828,7535070,7,WOTONWN,D,2020-12-22 10:37:00,2020-12-22 10:37:00
174460827,7535070,6,WOTONWN,A,2020-12-22 10:37:00,2020-12-22 10:37:00
174460825,7535070,4,WILMCOT,D,2020-12-22 10:32:30,2020-12-22 10:32:00
174460824,7535070,3,WILMCOT,A,2020-12-22 10:32:00,2020-12-22 10:32:00
174460823,7535070,2,SOAVPWY,D,2020-12-22 10:29:30,2020-12-22 10:29:00
174460822,7535070,1,SOAVPWY,A,2020-12-22 10:29:00,2020-12-22 10:29:00
174460821,7535070,0,SOAV,D,2020-12-22 10:26:00,2020-12-22 10:26:00
174460914,7535072,9,WATFDJ,A,2020-12-22 16:32:00,2020-12-22 16:32:00
174460913,7535072,8,BUSHEY,D,2020-12-22 16:28:00,2020-12-22 16:28:00
174460912,7535072,7,BUSHEY,A,2020-12-22 16:27:00,2020-12-22 16:27:00
174460911,7535072,6,HROW,D,2020-12-22 16:22:30,2020-12-22 16:22:00
174460910,7535072,5,HROW,A,2020-12-22 16:21:30,2020-12-22 16:22:00
174460905,7535072,0,EUSTON,D,2020-12-22 16:07:00,2020-12-22 16:07:00
174460924,7535073,9,WATFDJ,A,2020-12-22 18:00:00,2020-12-22 18:01:00
174460923,7535073,8,BUSHEY,D,2020-12-22 17:56:00,2020-12-22 17:56:00
174460922,7535073,7,BUSHEY,A,2020-12-22 17:55:30,2020-12-22 17:56:00
174460921,7535073,6,HROW,D,2020-12-22 17:51:00,2020-12-22 17:51:00
174460920,7535073,5,HROW,A,2020-12-22 17:50:00,2020-12-22 17:50:00
174460915,7535073,0,EUSTON,D,2020-12-22 17:38:00,2020-12-22 17:38:00
174460982,7535074,57,STRBDGJ,A,2020-12-22 14:52:00,2020-12-22 14:52:00
174460981,7535074,56,LYEE,D,2020-12-22 14:48:30,2020-12-22 14:48:00
174460980,7535074,55,LYEE,A,2020-12-22 14:48:00,2020-12-22 14:48:00
174460979,7535074,54,CRADLYH,D,2020-12-22 14:45:30,2020-12-22 14:45:00
174460978,7535074,53,CRADLYH,A,2020-12-22 14:45:00,2020-12-22 14:45:00
174460977,7535074,52,OLHL,D,2020-12-22 14:42:30,2020-12-22 14:42:00
174460976,7535074,51,OLHL,A,2020-12-22 14:41:30,2020-12-22 14:42:00
174460975,7535074,50,ROWLEYR,D,2020-12-22 14:39:00,2020-12-22 14:39:00
174460974,7535074,49,ROWLEYR,A,2020-12-22 14:38:30,2020-12-22 14:39:00
174460973,7535074,48,LGRN,D,2020-12-22 14:36:00,2020-12-22 14:36:00
174460972,7535074,47,LGRN,A,2020-12-22 14:35:30,2020-12-22 14:36:00
174460970,7535074,45,GALTINT,D,2020-12-22 14:33:00,2020-12-22 14:33:00
174460969,7535074,44,GALTINT,A,2020-12-22 14:32:00,2020-12-22 14:32:00
174460968,7535074,43,HNDSHWT,D,2020-12-22 14:30:00,2020-12-22 14:30:00
174460967,7535074,42,HNDSHWT,A,2020-12-22 14:29:30,2020-12-22 14:30:00
174460966,7535074,41,BHAMJEW,D,2020-12-22 14:26:00,2020-12-22 14:26:00
174460965,7535074,40,BHAMJEW,A,2020-12-22 14:25:30,2020-12-22 14:26:00
174460964,7535074,39,BHAMSNH,D,2020-12-22 14:23:30,2020-12-22 14:23:00
174460963,7535074,38,BHAMSNH,A,2020-12-22 14:22:30,2020-12-22 14:23:00
174460962,7535074,37,BHAMMRS,D,2020-12-22 14:20:30,2020-12-22 14:20:00
174460961,7535074,36,BHAMMRS,A,2020-12-22 14:19:30,2020-12-22 14:20:00
174460960,7535074,35,SMLHTH,D,2020-12-22 14:16:00,2020-12-22 14:16:00
174460959,7535074,34,SMLHTH,A,2020-12-22 14:15:30,2020-12-22 14:16:00
174460957,7535074,32,TYSL,D,2020-12-22 14:13:30,2020-12-22 14:13:00
174460956,7535074,31,TYSL,A,2020-12-22 14:13:00,2020-12-22 14:13:00
174460955,7535074,30,SPRD,D,2020-12-22 14:10:30,2020-12-22 14:10:00
174460954,7535074,29,SPRD,A,2020-12-22 14:10:00,2020-12-22 14:10:00
174460953,7535074,28,HLGN,D,2020-12-22 14:08:30,2020-12-22 14:08:00
174460952,7535074,27,HLGN,A,2020-12-22 14:08:00,2020-12-22 14:08:00
174460951,7535074,26,YRDLYWD,D,2020-12-22 14:05:30,2020-12-22 14:05:00
174460950,7535074,25,YRDLYWD,A,2020-12-22 14:05:00,2020-12-22 14:05:00
174460949,7535074,24,SHIRLEY,D,2020-12-22 14:03:00,2020-12-22 14:03:00
174460948,7535074,23,SHIRLEY,A,2020-12-22 14:02:30,2020-12-22 14:03:00
174460947,7535074,22,WHLE,D,2020-12-22 14:00:30,2020-12-22 14:00:00
174460946,7535074,21,WHLE,A,2020-12-22 13:59:30,2020-12-22 14:00:00
174460945,7535074,20,WYTH,D,2020-12-22 13:56:30,2020-12-22 13:56:00
174460944,7535074,19,WYTH,A,2020-12-22 13:56:00,2020-12-22 13:56:00
174460943,7535074,18,ELWD,D,2020-12-22 13:54:00,2020-12-22 13:54:00
174460942,7535074,17,ELWD,A,2020-12-22 13:53:30,2020-12-22 13:54:00
174460941,7535074,16,THELAKS,D,2020-12-22 13:51:00,2020-12-22 13:51:00
174460940,7535074,15,THELAKS,A,2020-12-22 13:50:30,2020-12-22 13:51:00
174460939,7535074,14,WDND,D,2020-12-22 13:48:30,2020-12-22 13:48:00
174460938,7535074,13,WDND,A,2020-12-22 13:48:00,2020-12-22 13:48:00
174460936,7535074,11,DANZEY,D,2020-12-22 13:45:00,2020-12-22 13:45:00
174460935,7535074,10,DANZEY,A,2020-12-22 13:44:30,2020-12-22 13:45:00
174460934,7535074,9,HENLYIA,D,2020-12-22 13:41:00,2020-12-22 13:41:00
174460933,7535074,8,HENLYIA,A,2020-12-22 13:40:00,2020-12-22 13:40:00
174460932,7535074,7,WOTONWN,D,2020-12-22 13:37:00,2020-12-22 13:37:00
174460931,7535074,6,WOTONWN,A,2020-12-22 13:37:00,2020-12-22 13:37:00
174460929,7535074,4,WILMCOT,D,2020-12-22 13:32:30,2020-12-22 13:32:00
174460928,7535074,3,WILMCOT,A,2020-12-22 13:32:00,2020-12-22 13:32:00
174460927,7535074,2,SOAVPWY,D,2020-12-22 13:29:30,2020-12-22 13:29:00
174460926,7535074,1,SOAVPWY,A,2020-12-22 13:29:00,2020-12-22 13:29:00
174460925,7535074,0,SOAV,D,2020-12-22 13:26:00,2020-12-22 13:26:00
174461048,7535077,57,STRBDGJ,A,2020-12-22 16:52:00,2020-12-22 16:52:00
174461047,7535077,56,LYEE,D,2020-12-22 16:48:30,2020-12-22 16:48:00
174461046,7535077,55,LYEE,A,2020-12-22 16:48:00,2020-12-22 16:48:00
174461045,7535077,54,CRADLYH,D,2020-12-22 16:45:30,2020-12-22 16:45:00
174461044,7535077,53,CRADLYH,A,2020-12-22 16:45:00,2020-12-22 16:45:00
174461043,7535077,52,OLHL,D,2020-12-22 16:42:30,2020-12-22 16:42:00
174461042,7535077,51,OLHL,A,2020-12-22 16:41:30,2020-12-22 16:42:00
174461041,7535077,50,ROWLEYR,D,2020-12-22 16:39:00,2020-12-22 16:39:00
174461040,7535077,49,ROWLEYR,A,2020-12-22 16:38:30,2020-12-22 16:39:00
174461039,7535077,48,LGRN,D,2020-12-22 16:36:00,2020-12-22 16:36:00
174461038,7535077,47,LGRN,A,2020-12-22 16:35:30,2020-12-22 16:36:00
174461036,7535077,45,GALTINT,D,2020-12-22 16:33:00,2020-12-22 16:33:00
174461035,7535077,44,GALTINT,A,2020-12-22 16:32:00,2020-12-22 16:32:00
174461034,7535077,43,HNDSHWT,D,2020-12-22 16:30:00,2020-12-22 16:30:00
174461033,7535077,42,HNDSHWT,A,2020-12-22 16:29:30,2020-12-22 16:30:00
174461032,7535077,41,BHAMJEW,D,2020-12-22 16:26:00,2020-12-22 16:26:00
174461031,7535077,40,BHAMJEW,A,2020-12-22 16:25:30,2020-12-22 16:26:00
174461030,7535077,39,BHAMSNH,D,2020-12-22 16:23:30,2020-12-22 16:23:00
174461029,7535077,38,BHAMSNH,A,2020-12-22 16:22:30,2020-12-22 16:23:00
174461028,7535077,37,BHAMMRS,D,2020-12-22 16:20:30,2020-12-22 16:20:00
174461027,7535077,36,BHAMMRS,A,2020-12-22 16:19:30,2020-12-22 16:20:00
174461026,7535077,35,SMLHTH,D,2020-12-22 16:16:00,2020-12-22 16:16:00
174461025,7535077,34,SMLHTH,A,2020-12-22 16:15:30,2020-12-22 16:16:00
174461023,7535077,32,TYSL,D,2020-12-22 16:13:30,2020-12-22 16:13:00
174461022,7535077,31,TYSL,A,2020-12-22 16:13:00,2020-12-22 16:13:00
174461021,7535077,30,SPRD,D,2020-12-22 16:10:30,2020-12-22 16:10:00
174461020,7535077,29,SPRD,A,2020-12-22 16:10:00,2020-12-22 16:10:00
174461019,7535077,28,HLGN,D,2020-12-22 16:08:30,2020-12-22 16:08:00
174461018,7535077,27,HLGN,A,2020-12-22 16:08:00,2020-12-22 16:08:00
174461017,7535077,26,YRDLYWD,D,2020-12-22 16:05:30,2020-12-22 16:05:00
174461016,7535077,25,YRDLYWD,A,2020-12-22 16:05:00,2020-12-22 16:05:00
174461015,7535077,24,SHIRLEY,D,2020-12-22 16:03:00,2020-12-22 16:03:00
174461014,7535077,23,SHIRLEY,A,2020-12-22 16:02:30,2020-12-22 16:03:00
174461013,7535077,22,WHLE,D,2020-12-22 16:00:30,2020-12-22 16:00:00
174461012,7535077,21,WHLE,A,2020-12-22 15:59:30,2020-12-22 16:00:00
174461011,7535077,20,WYTH,D,2020-12-22 15:56:30,2020-12-22 15:56:00
174461010,7535077,19,WYTH,A,2020-12-22 15:56:00,2020-12-22 15:56:00
174461009,7535077,18,ELWD,D,2020-12-22 15:54:00,2020-12-22 15:54:00
174461008,7535077,17,ELWD,A,2020-12-22 15:53:30,2020-12-22 15:54:00
174461007,7535077,16,THELAKS,D,2020-12-22 15:51:00,2020-12-22 15:51:00
174461006,7535077,15,THELAKS,A,2020-12-22 15:50:30,2020-12-22 15:51:00
174461005,7535077,14,WDND,D,2020-12-22 15:48:30,2020-12-22 15:48:00
174461004,7535077,13,WDND,A,2020-12-22 15:48:00,2020-12-22 15:48:00
174461002,7535077,11,DANZEY,D,2020-12-22 15:45:00,2020-12-22 15:45:00
174461001,7535077,10,DANZEY,A,2020-12-22 15:44:30,2020-12-22 15:45:00
174461000,7535077,9,HENLYIA,D,2020-12-22 15:41:00,2020-12-22 15:41:00
174460999,7535077,8,HENLYIA,A,2020-12-22 15:40:00,2020-12-22 15:40:00
174460998,7535077,7,WOTONWN,D,2020-12-22 15:37:00,2020-12-22 15:37:00
174460997,7535077,6,WOTONWN,A,2020-12-22 15:37:00,2020-12-22 15:37:00
174460995,7535077,4,WILMCOT,D,2020-12-22 15:32:30,2020-12-22 15:32:00
174460994,7535077,3,WILMCOT,A,2020-12-22 15:32:00,2020-12-22 15:32:00
174460993,7535077,2,SOAVPWY,D,2020-12-22 15:29:30,2020-12-22 15:29:00
174460992,7535077,1,SOAVPWY,A,2020-12-22 15:29:00,2020-12-22 15:29:00
174460991,7535077,0,SOAV,D,2020-12-22 15:26:00,2020-12-22 15:26:00
174461056,7535078,7,EUSTON,A,2020-12-22 17:05:00,2020-12-22 17:05:00
174461051,7535078,2,HROW,D,2020-12-22 16:50:30,2020-12-22 16:50:00
174461050,7535078,1,HROW,A,2020-12-22 16:49:30,2020-12-22 16:50:00
174461049,7535078,0,WATFDJ,D,2020-12-22 16:44:00,2020-12-22 16:44:00
174461068,7535080,9,WATFDJ,A,2020-12-22 17:32:00,2020-12-22 17:32:00
174461067,7535080,8,BUSHEY,D,2020-12-22 17:28:30,2020-12-22 17:28:00
174461066,7535080,7,BUSHEY,A,2020-12-22 17:28:00,2020-12-22 17:28:00
174461065,7535080,6,HROW,D,2020-12-22 17:23:30,2020-12-22 17:23:00
174461064,7535080,5,HROW,A,2020-12-22 17:22:30,2020-12-22 17:23:00
174461059,7535080,0,EUSTON,D,2020-12-22 17:10:00,2020-12-22 17:10:00
174461098,7535082,22,EUSTON,A,2020-12-22 17:56:00,2020-12-22 18:01:00
174461092,7535082,16,WATFDJ,D,2020-12-22 17:35:30,2020-12-22 17:35:00
174461091,7535082,15,WATFDJ,A,2020-12-22 17:34:30,2020-12-22 17:35:00
174461090,7535082,14,HEMLHMP,D,2020-12-22 17:27:30,2020-12-22 17:27:00
174461089,7535082,13,HEMLHMP,A,2020-12-22 17:26:30,2020-12-22 17:27:00
174461087,7535082,11,BERKHMD,D,2020-12-22 17:23:00,2020-12-22 17:23:00
174461086,7535082,10,BERKHMD,A,2020-12-22 17:22:00,2020-12-22 17:22:00
174461085,7535082,9,TRING,D,2020-12-22 17:17:00,2020-12-22 17:17:00
174461084,7535082,8,TRING,A,2020-12-22 17:16:00,2020-12-22 17:16:00
174461083,7535082,7,CHDNGTN,D,2020-12-22 17:11:30,2020-12-22 17:11:00
174461082,7535082,6,CHDNGTN,A,2020-12-22 17:11:00,2020-12-22 17:11:00
174461080,7535082,4,LTNBZRD,D,2020-12-22 17:07:00,2020-12-22 17:07:00
174461079,7535082,3,LTNBZRD,A,2020-12-22 17:06:00,2020-12-22 17:06:00
174461078,7535082,2,BLTCHLY,D,2020-12-22 17:00:00,2020-12-22 17:00:00
174461077,7535082,1,BLTCHLY,A,2020-12-22 16:58:30,2020-12-22 16:59:00
174461076,7535082,0,MKNSCEN,D,2020-12-22 16:55:00,2020-12-22 16:55:00
174461125,7535084,22,EUSTON,A,2020-12-22 19:55:00,2020-12-22 19:57:00
174461119,7535084,16,WATFDJ,D,2020-12-22 19:36:00,2020-12-22 19:36:00
174461118,7535084,15,WATFDJ,A,2020-12-22 19:35:00,2020-12-22 19:35:00
174461117,7535084,14,HEMLHMP,D,2020-12-22 19:28:30,2020-12-22 19:28:00
174461116,7535084,13,HEMLHMP,A,2020-12-22 19:27:30,2020-12-22 19:28:00
174461114,7535084,11,BERKHMD,D,2020-12-22 19:24:00,2020-12-22 19:24:00
174461113,7535084,10,BERKHMD,A,2020-12-22 19:23:00,2020-12-22 19:23:00
174461112,7535084,9,TRING,D,2020-12-22 19:19:00,2020-12-22 19:19:00
174461111,7535084,8,TRING,A,2020-12-22 19:18:00,2020-12-22 19:18:00
174461110,7535084,7,CHDNGTN,D,2020-12-22 19:13:30,2020-12-22 19:13:00
174461109,7535084,6,CHDNGTN,A,2020-12-22 19:13:00,2020-12-22 19:13:00
174461107,7535084,4,LTNBZRD,D,2020-12-22 19:07:00,2020-12-22 19:07:00
174461106,7535084,3,LTNBZRD,A,2020-12-22 19:06:00,2020-12-22 19:06:00
174461105,7535084,2,BLTCHLY,D,2020-12-22 19:00:00,2020-12-22 19:00:00
174461104,7535084,1,BLTCHLY,A,2020-12-22 18:58:30,2020-12-22 18:59:00
174461103,7535084,0,MKNSCEN,D,2020-12-22 18:55:00,2020-12-22 18:55:00
174461147,7535085,21,MKNSCEN,A,2020-12-22 19:50:00,2020-12-22 19:57:00
174461146,7535085,20,BLTCHLY,D,2020-12-22 19:46:30,2020-12-22 19:46:00
174461145,7535085,19,BLTCHLY,A,2020-12-22 19:45:00,2020-12-22 19:45:00
174461144,7535085,18,LTNBZRD,D,2020-12-22 19:39:00,2020-12-22 19:39:00
174461143,7535085,17,LTNBZRD,A,2020-12-22 19:38:00,2020-12-22 19:38:00
174461141,7535085,15,TRING,D,2020-12-22 19:30:00,2020-12-22 19:30:00
174461140,7535085,14,TRING,A,2020-12-22 19:29:00,2020-12-22 19:29:00
174461139,7535085,13,BERKHMD,D,2020-12-22 19:25:00,2020-12-22 19:25:00
174461138,7535085,12,BERKHMD,A,2020-12-22 19:24:00,2020-12-22 19:24:00
174461136,7535085,10,HEMLHMP,D,2020-12-22 19:20:00,2020-12-22 19:20:00
174461135,7535085,9,HEMLHMP,A,2020-12-22 19:19:00,2020-12-22 19:19:00
174461134,7535085,8,WATFDJ,D,2020-12-22 19:11:00,2020-12-22 19:11:00
174461133,7535085,7,WATFDJ,A,2020-12-22 19:10:00,2020-12-22 19:10:00
174461132,7535085,6,HROW,D,2020-12-22 19:04:30,2020-12-22 19:04:00
