id,production_schedule_id,sequence,location_code,event_type,event_time,advertised_event_time
173968844,7514109,15,WOBURNS,A,2020-12-22 12:09:00,2020-12-22 12:09:00
173968843,7514109,14,ASPLEYG,D,2020-12-22 12:03:00,2020-12-22 12:03:00
173968842,7514109,13,ASPLEYG,A,2020-12-22 12:03:00,2020-12-22 12:03:00
173968841,7514109,12,RIDGMNT,D,2020-12-22 11:54:00,2020-12-22 11:54:00
173968840,7514109,11,RIDGMNT,A,2020-12-22 11:54:00,2020-12-22 11:54:00
173968839,7514109,10,LDLNGTN,D,2020-12-22 11:46:00,2020-12-22 11:46:00
173968838,7514109,9,LDLNGTN,A,2020-12-22 11:46:00,2020-12-22 11:46:00
173968837,7514109,8,MLBRKB,D,2020-12-22 11:41:00,2020-12-22 11:41:00
173968836,7514109,7,MLBRKB,A,2020-12-22 11:41:00,2020-12-22 11:41:00
173968835,7514109,6,STWRTBY,D,2020-12-22 11:32:00,2020-12-22 11:32:00
173968834,7514109,5,STWRTBY,A,2020-12-22 11:32:00,2020-12-22 11:32:00
173968833,7514109,4,KMPSTNH,D,2020-12-22 11:24:00,2020-12-22 11:24:00
173968832,7514109,3,KMPSTNH,A,2020-12-22 11:24:00,2020-12-22 11:24:00
173968831,7514109,2,BESJOHN,D,2020-12-22 11:10:00,2020-12-22 11:10:00
173968830,7514109,1,BESJOHN,A,2020-12-22 11:10:00,2020-12-22 11:10:00
173968829,7514109,0,BEDFDM,D,2020-12-22 11:05:00,2020-12-22 11:05:00
173968919,7514112,11,WATFDJ,A,2020-12-22 06:30:00,2020-12-22 06:30:00
173968918,7514112,10,WATFDN,D,2020-12-22 06:26:00,2020-12-22 06:26:00
173968917,7514112,9,WATFDN,A,2020-12-22 06:26:00,2020-12-22 06:26:00
173968916,7514112,8,GRSTH,D,2020-12-22 06:17:00,2020-12-22 06:17:00
173968915,7514112,7,GRSTH,A,2020-12-22 06:17:00,2020-12-22 06:17:00
173968914,7514112,6,BCWD,D,2020-12-22 06:07:00,2020-12-22 06:07:00
173968913,7514112,5,BCWD,A,2020-12-22 06:07:00,2020-12-22 06:07:00
173968912,7514112,4,HOWWOOD,D,2020-12-22 06:02:00,2020-12-22 06:02:00
173968911,7514112,3,HOWWOOD,A,2020-12-22 06:02:00,2020-12-22 06:02:00
173968910,7514112,2,PKST,D,2020-12-22 05:57:00,2020-12-22 05:57:00
173968909,7514112,1,PKST,A,2020-12-22 05:57:00,2020-12-22 05:57:00
173968908,7514112,0,STALBNA,D,2020-12-22 05:52:00,2020-12-22 05:52:00
173969003,7514116,11,STALBNA,A,2020-12-22 10:17:00,2020-12-22 10:17:00
173969002,7514116,10,PKST,D,2020-12-22 10:12:00,2020-12-22 10:12:00
173969001,7514116,9,PKST,A,2020-12-22 10:12:00,2020-12-22 10:12:00
173969000,7514116,8,HOWWOOD,D,2020-12-22 10:07:00,2020-12-22 10:07:00
173968999,7514116,7,HOWWOOD,A,2020-12-22 10:07:00,2020-12-22 10:07:00
173968998,7514116,6,BCWD,D,2020-12-22 10:02:00,2020-12-22 10:02:00
173968997,7514116,5,BCWD,A,2020-12-22 10:02:00,2020-12-22 10:02:00
173968996,7514116,4,GRSTH,D,2020-12-22 09:52:00,2020-12-22 09:52:00
173968995,7514116,3,GRSTH,A,2020-12-22 09:52:00,2020-12-22 09:52:00
173968994,7514116,2,WATFDN,D,2020-12-22 09:43:00,2020-12-22 09:43:00
173968993,7514116,1,WATFDN,A,2020-12-22 09:43:00,2020-12-22 09:43:00
173968992,7514116,0,WATFDJ,D,2020-12-22 09:39:00,2020-12-22 09:39:00
173969015,7514117,11,WATFDJ,A,2020-12-22 10:38:00,2020-12-22 10:38:00
173969014,7514117,10,WATFDN,D,2020-12-22 10:34:00,2020-12-22 10:34:00
173969013,7514117,9,WATFDN,A,2020-12-22 10:34:00,2020-12-22 10:34:00
173969012,7514117,8,GRSTH,D,2020-12-22 10:25:00,2020-12-22 10:25:00
173969011,7514117,7,GRSTH,A,2020-12-22 10:25:00,2020-12-22 10:25:00
173969010,7514117,6,BCWD,D,2020-12-22 10:15:00,2020-12-22 10:15:00
173969009,7514117,5,BCWD,A,2020-12-22 10:15:00,2020-12-22 10:15:00
173969008,7514117,4,HOWWOOD,D,2020-12-22 10:10:00,2020-12-22 10:10:00
173969007,7514117,3,HOWWOOD,A,2020-12-22 10:10:00,2020-12-22 10:10:00
173969006,7514117,2,PKST,D,2020-12-22 10:05:00,2020-12-22 10:05:00
173969005,7514117,1,PKST,A,2020-12-22 10:05:00,2020-12-22 10:05:00
173969004,7514117,0,STALBNA,D,2020-12-22 10:00:00,2020-12-22 10:00:00
173969027,7514118,11,STALBNA,A,2020-12-22 16:24:00,2020-12-22 16:24:00
173969026,7514118,10,PKST,D,2020-12-22 16:19:00,2020-12-22 16:19:00
173969025,7514118,9,PKST,A,2020-12-22 16:19:00,2020-12-22 16:19:00
173969024,7514118,8,HOWWOOD,D,2020-12-22 16:14:00,2020-12-22 16:14:00
173969023,7514118,7,HOWWOOD,A,2020-12-22 16:14:00,2020-12-22 16:14:00
173969022,7514118,6,BCWD,D,2020-12-22 16:09:00,2020-12-22 16:09:00
173969021,7514118,5,BCWD,A,2020-12-22 16:09:00,2020-12-22 16:09:00
173969020,7514118,4,GRSTH,D,2020-12-22 15:59:00,2020-12-22 15:59:00
173969019,7514118,3,GRSTH,A,2020-12-22 15:59:00,2020-12-22 15:59:00
173969018,7514118,2,WATFDN,D,2020-12-22 15:50:00,2020-12-22 15:50:00
173969017,7514118,1,WATFDN,A,2020-12-22 15:50:00,2020-12-22 15:50:00
173969016,7514118,0,WATFDJ,D,2020-12-22 15:46:00,2020-12-22 15:46:00
173969039,7514119,11,WATFDJ,A,2020-12-22 16:45:00,2020-12-22 16:45:00
173969038,7514119,10,WATFDN,D,2020-12-22 16:41:00,2020-12-22 16:41:00
173969037,7514119,9,WATFDN,A,2020-12-22 16:41:00,2020-12-22 16:41:00
173969036,7514119,8,GRSTH,D,2020-12-22 16:32:00,2020-12-22 16:32:00
173969035,7514119,7,GRSTH,A,2020-12-22 16:32:00,2020-12-22 16:32:00
173969034,7514119,6,BCWD,D,2020-12-22 16:22:00,2020-12-22 16:22:00
173969033,7514119,5,BCWD,A,2020-12-22 16:22:00,2020-12-22 16:22:00
173969032,7514119,4,HOWWOOD,D,2020-12-22 16:17:00,2020-12-22 16:17:00
173969031,7514119,3,HOWWOOD,A,2020-12-22 16:17:00,2020-12-22 16:17:00
173969030,7514119,2,PKST,D,2020-12-22 16:12:00,2020-12-22 16:12:00
173969029,7514119,1,PKST,A,2020-12-22 16:12:00,2020-12-22 16:12:00
173969028,7514119,0,STALBNA,D,2020-12-22 16:07:00,2020-12-22 16:07:00
173969051,7514120,11,STALBNA,A,2020-12-22 17:11:00,2020-12-22 17:11:00
173969050,7514120,10,PKST,D,2020-12-22 17:06:00,2020-12-22 17:06:00
173969049,7514120,9,PKST,A,2020-12-22 17:06:00,2020-12-22 17:06:00
173969048,7514120,8,HOWWOOD,D,2020-12-22 17:01:00,2020-12-22 17:01:00
173969047,7514120,7,HOWWOOD,A,2020-12-22 17:01:00,2020-12-22 17:01:00
173969046,7514120,6,BCWD,D,2020-12-22 16:56:00,2020-12-22 16:56:00
173969045,7514120,5,BCWD,A,2020-12-22 16:56:00,2020-12-22 16:56:00
173969044,7514120,4,GRSTH,D,2020-12-22 16:46:00,2020-12-22 16:46:00
173969043,7514120,3,GRSTH,A,2020-12-22 16:46:00,2020-12-22 16:46:00
173969042,7514120,2,WATFDN,D,2020-12-22 16:37:00,2020-12-22 16:37:00
173969041,7514120,1,WATFDN,A,2020-12-22 16:37:00,2020-12-22 16:37:00
173969040,7514120,0,WATFDJ,D,2020-12-22 16:33:00,2020-12-22 16:33:00
173969063,7514121,11,WATFDJ,A,2020-12-22 17:32:00,2020-12-22 17:32:00
173969062,7514121,10,WATFDN,D,2020-12-22 17:28:00,2020-12-22 17:28:00
173969061,7514121,9,WATFDN,A,2020-12-22 17:28:00,2020-12-22 17:28:00
173969060,7514121,8,GRSTH,D,2020-12-22 17:19:00,2020-12-22 17:19:00
173969059,7514121,7,GRSTH,A,2020-12-22 17:19:00,2020-12-22 17:19:00
173969058,7514121,6,BCWD,D,2020-12-22 17:09:00,2020-12-22 17:09:00
173969057,7514121,5,BCWD,A,2020-12-22 17:09:00,2020-12-22 17:09:00
173969056,7514121,4,HOWWOOD,D,2020-12-22 17:04:00,2020-12-22 17:04:00
173969055,7514121,3,HOWWOOD,A,2020-12-22 17:04:00,2020-12-22 17:04:00
173969054,7514121,2,PKST,D,2020-12-22 16:59:00,2020-12-22 16:59:00
173969053,7514121,1,PKST,A,2020-12-22 16:59:00,2020-12-22 16:59:00
173969052,7514121,0,STALBNA,D,2020-12-22 16:54:00,2020-12-22 16:54:00
173969075,7514122,11,STALBNA,A,2020-12-22 18:02:00,2020-12-22 18:02:00
173969074,7514122,10,PKST,D,2020-12-22 17:57:00,2020-12-22 17:57:00
173969073,7514122,9,PKST,A,2020-12-22 17:57:00,2020-12-22 17:57:00
173969072,7514122,8,HOWWOOD,D,2020-12-22 17:52:00,2020-12-22 17:52:00
173969071,7514122,7,HOWWOOD,A,2020-12-22 17:52:00,2020-12-22 17:52:00
173969070,7514122,6,BCWD,D,2020-12-22 17:47:00,2020-12-22 17:47:00
173969069,7514122,5,BCWD,A,2020-12-22 17:47:00,2020-12-22 17:47:00
173969068,7514122,4,GRSTH,D,2020-12-22 17:37:00,2020-12-22 17:37:00
173969067,7514122,3,GRSTH,A,2020-12-22 17:37:00,2020-12-22 17:37:00
173969066,7514122,2,WATFDN,D,2020-12-22 17:28:00,2020-12-22 17:28:00
173969065,7514122,1,WATFDN,A,2020-12-22 17:28:00,2020-12-22 17:28:00
173969064,7514122,0,WATFDJ,D,2020-12-22 17:24:00,2020-12-22 17:24:00
173969087,7514123,11,WATFDJ,A,2020-12-22 18:23:00,2020-12-22 18:23:00
173969086,7514123,10,WATFDN,D,2020-12-22 18:19:00,2020-12-22 18:19:00
173969085,7514123,9,WATFDN,A,2020-12-22 18:19:00,2020-12-22 18:19:00
173969084,7514123,8,GRSTH,D,2020-12-22 18:10:00,2020-12-22 18:10:00
173969083,7514123,7,GRSTH,A,2020-12-22 18:10:00,2020-12-22 18:10:00
173969082,7514123,6,BCWD,D,2020-12-22 18:00:00,2020-12-22 18:00:00
173969081,7514123,5,BCWD,A,2020-12-22 18:00:00,2020-12-22 18:00:00
173969080,7514123,4,HOWWOOD,D,2020-12-22 17:55:00,2020-12-22 17:55:00
173969079,7514123,3,HOWWOOD,A,2020-12-22 17:55:00,2020-12-22 17:55:00
173969078,7514123,2,PKST,D,2020-12-22 17:50:00,2020-12-22 17:50:00
173969077,7514123,1,PKST,A,2020-12-22 17:50:00,2020-12-22 17:50:00
173969076,7514123,0,STALBNA,D,2020-12-22 17:45:00,2020-12-22 17:45:00
173969099,7514124,11,STALBNA,A,2020-12-22 18:49:00,2020-12-22 18:49:00
173969098,7514124,10,PKST,D,2020-12-22 18:44:00,2020-12-22 18:44:00
173969097,7514124,9,PKST,A,2020-12-22 18:44:00,2020-12-22 18:44:00
173969096,7514124,8,HOWWOOD,D,2020-12-22 18:39:00,2020-12-22 18:39:00
173969095,7514124,7,HOWWOOD,A,2020-12-22 18:39:00,2020-12-22 18:39:00
173969094,7514124,6,BCWD,D,2020-12-22 18:34:00,2020-12-22 18:34:00
173969093,7514124,5,BCWD,A,2020-12-22 18:34:00,2020-12-22 18:34:00
173969092,7514124,4,GRSTH,D,2020-12-22 18:24:00,2020-12-22 18:24:00
173969091,7514124,3,GRSTH,A,2020-12-22 18:24:00,2020-12-22 18:24:00
173969090,7514124,2,WATFDN,D,2020-12-22 18:15:00,2020-12-22 18:15:00
173969089,7514124,1,WATFDN,A,2020-12-22 18:15:00,2020-12-22 18:15:00
173969088,7514124,0,WATFDJ,D,2020-12-22 18:11:00,2020-12-22 18:11:00
173969111,7514125,11,WATFDJ,A,2020-12-22 19:10:00,2020-12-22 19:10:00
173969110,7514125,10,WATFDN,D,2020-12-22 19:06:00,2020-12-22 19:06:00
173969109,7514125,9,WATFDN,A,2020-12-22 19:06:00,2020-12-22 19:06:00
173969108,7514125,8,GRSTH,D,2020-12-22 18:57:00,2020-12-22 18:57:00
173969107,7514125,7,GRSTH,A,2020-12-22 18:57:00,2020-12-22 18:57:00
173969106,7514125,6,BCWD,D,2020-12-22 18:47:00,2020-12-22 18:47:00
173969105,7514125,5,BCWD,A,2020-12-22 18:47:00,2020-12-22 18:47:00
173969104,7514125,4,HOWWOOD,D,2020-12-22 18:42:00,2020-12-22 18:42:00
173969103,7514125,3,HOWWOOD,A,2020-12-22 18:42:00,2020-12-22 18:42:00
173969102,7514125,2,PKST,D,2020-12-22 18:37:00,2020-12-22 18:37:00
173969101,7514125,1,PKST,A,2020-12-22 18:37:00,2020-12-22 18:37:00
173969100,7514125,0,STALBNA,D,2020-12-22 18:32:00,2020-12-22 18:32:00
173973317,7514313,20,BHAMNWS,A,2020-12-22 18:18:00,2020-12-22 18:20:00
173973313,7514313,16,WVRMPTN,D,2020-12-22 17:58:30,2020-12-22 17:58:00
173973312,7514313,15,WVRMPTN,A,2020-12-22 17:54:30,2020-12-22 17:55:00
173973308,7514313,11,CODSALL,D,2020-12-22 17:46:00,2020-12-22 17:46:00
173973307,7514313,10,CODSALL,A,2020-12-22 17:45:00,2020-12-22 17:45:00
173973305,7514313,8,SHIFNAL,D,2020-12-22 17:36:30,2020-12-22 17:36:00
173973304,7514313,7,SHIFNAL,A,2020-12-22 17:35:30,2020-12-22 17:36:00
173973302,7514313,5,TELFRDC,D,2020-12-22 17:31:30,2020-12-22 17:31:00
173973301,7514313,4,TELFRDC,A,2020-12-22 17:30:30,2020-12-22 17:31:00
173973300,7514313,3,WELNGTN,D,2020-12-22 17:25:30,2020-12-22 17:25:00
173973299,7514313,2,WELNGTN,A,2020-12-22 17:24:30,2020-12-22 17:25:00
173973297,7514313,0,SHRWBY,D,2020-12-22 17:13:00,2020-12-22 17:13:00
173973324,7514314,6,BHAMINT,A,2020-12-22 19:55:00,2020-12-22 19:57:00
173973323,7514314,5,LEAHALL,D,2020-12-22 19:49:30,2020-12-22 19:49:00
173973322,7514314,4,LEAHALL,A,2020-12-22 19:48:30,2020-12-22 19:49:00
173973321,7514314,3,STECHFD,D,2020-12-22 19:46:30,2020-12-22 19:46:00
173973320,7514314,2,STECHFD,A,2020-12-22 19:45:30,2020-12-22 19:46:00
173973318,7514314,0,BHAMNWS,D,2020-12-22 19:39:00,2020-12-22 19:39:00
173973669,7514329,18,BHAMNWS,A,2020-12-22 23:18:00,2020-12-22 23:18:00
173973667,7514329,16,DUDESTN,D,2020-12-22 23:13:30,2020-12-22 23:13:00
173973666,7514329,15,DUDESTN,A,2020-12-22 23:12:30,2020-12-22 23:13:00
173973665,7514329,14,ASTON,D,2020-12-22 23:10:30,2020-12-22 23:10:00
173973664,7514329,13,ASTON,A,2020-12-22 23:09:30,2020-12-22 23:10:00
173973663,7514329,12,WITTON,D,2020-12-22 23:08:00,2020-12-22 23:08:00
173973662,7514329,11,WITTON,A,2020-12-22 23:07:00,2020-12-22 23:07:00
173973661,7514329,10,PRYBR,D,2020-12-22 23:05:30,2020-12-22 23:05:00
173973660,7514329,9,PRYBR,A,2020-12-22 23:04:30,2020-12-22 23:05:00
173973658,7514329,7,HAMSTED,D,2020-12-22 23:02:30,2020-12-22 23:02:00
173973657,7514329,6,HAMSTED,A,2020-12-22 23:01:30,2020-12-22 23:02:00
173973656,7514329,5,TAMEBDG,D,2020-12-22 22:58:30,2020-12-22 22:58:00
173973655,7514329,4,TAMEBDG,A,2020-12-22 22:57:30,2020-12-22 22:58:00
173973651,7514329,0,WALSALL,D,2020-12-22 22:52:00,2020-12-22 22:52:00
173981883,7514613,39,COVNTRY,A,2020-12-22 23:21:00,2020-12-22 23:21:00
173981882,7514613,38,CANLEY,D,2020-12-22 23:18:30,2020-12-22 23:18:00
173981881,7514613,37,CANLEY,A,2020-12-22 23:18:00,2020-12-22 23:18:00
173981880,7514613,36,TILEH,D,2020-12-22 23:15:30,2020-12-22 23:15:00
173981879,7514613,35,TILEH,A,2020-12-22 23:14:30,2020-12-22 23:15:00
173981878,7514613,34,BKSWELL,D,2020-12-22 23:12:00,2020-12-22 23:12:00
173981877,7514613,33,BKSWELL,A,2020-12-22 23:11:30,2020-12-22 23:12:00
173981876,7514613,32,BHAMINT,D,2020-12-22 23:06:30,2020-12-22 23:06:00
173981875,7514613,31,BHAMINT,A,2020-12-22 23:05:30,2020-12-22 23:06:00
173981874,7514613,30,MRSTNGR,D,2020-12-22 23:03:00,2020-12-22 23:03:00
173981873,7514613,29,MRSTNGR,A,2020-12-22 23:02:30,2020-12-22 23:03:00
173981870,7514613,26,BHAMNWS,D,2020-12-22 22:55:00,2020-12-22 22:55:00
173981869,7514613,25,BHAMNWS,A,2020-12-22 22:45:00,2020-12-22 22:45:00
173981865,7514613,21,TAMEBDG,D,2020-12-22 22:33:30,2020-12-22 22:33:00
173981864,7514613,20,TAMEBDG,A,2020-12-22 22:32:30,2020-12-22 22:33:00
173981861,7514613,17,WALSALL,D,2020-12-22 22:28:00,2020-12-22 22:28:00
173981860,7514613,16,WALSALL,A,2020-12-22 22:27:00,2020-12-22 22:27:00
173981858,7514613,14,BLOXWCH,D,2020-12-22 22:22:00,2020-12-22 22:22:00
173981857,7514613,13,BLOXWCH,A,2020-12-22 22:21:30,2020-12-22 22:22:00
173981856,7514613,12,BLOXN,D,2020-12-22 22:20:00,2020-12-22 22:20:00
173981855,7514613,11,BLOXN,A,2020-12-22 22:19:00,2020-12-22 22:19:00
173981854,7514613,10,LNDYW,D,2020-12-22 22:15:30,2020-12-22 22:15:00
173981853,7514613,9,LNDYW,A,2020-12-22 22:15:00,2020-12-22 22:15:00
173981851,7514613,7,CNCK,D,2020-12-22 22:12:30,2020-12-22 22:12:00
173981850,7514613,6,CNCK,A,2020-12-22 22:11:30,2020-12-22 22:12:00
173981849,7514613,5,HDNS,D,2020-12-22 22:09:00,2020-12-22 22:09:00
173981848,7514613,4,HDNS,A,2020-12-22 22:08:00,2020-12-22 22:08:00
173981847,7514613,3,RUGLTWN,D,2020-12-22 22:02:30,2020-12-22 22:02:00
173981846,7514613,2,RUGLTWN,A,2020-12-22 22:01:30,2020-12-22 22:02:00
173981844,7514613,0,RUGL,D,2020-12-22 21:59:00,2020-12-22 21:59:00
173983607,7514694,20,RDIT,A,2020-12-22 06:20:00,2020-12-22 06:20:00
173983605,7514694,18,ALVCHRC,D,2020-12-22 06:14:00,2020-12-22 06:13:00
173983604,7514694,17,ALVCHRC,A,2020-12-22 06:10:30,2020-12-22 06:11:00
173983603,7514694,16,BGRN,D,2020-12-22 06:06:30,2020-12-22 06:06:00
173983602,7514694,15,BGRN,A,2020-12-22 06:06:00,2020-12-22 06:06:00
173983601,7514694,14,LONB,D,2020-12-22 06:02:00,2020-12-22 06:02:00
173983600,7514694,13,LONB,A,2020-12-22 06:01:00,2020-12-22 06:01:00
173983599,7514694,12,NRTF,D,2020-12-22 05:59:00,2020-12-22 05:59:00
173983598,7514694,11,NRTF,A,2020-12-22 05:58:30,2020-12-22 05:59:00
173983597,7514694,10,KNORTON,D,2020-12-22 05:56:00,2020-12-22 05:56:00
173983596,7514694,9,KNORTON,A,2020-12-22 05:55:30,2020-12-22 05:56:00
173983595,7514694,8,BOURNVL,D,2020-12-22 05:53:30,2020-12-22 05:53:00
173983594,7514694,7,BOURNVL,A,2020-12-22 05:53:00,2020-12-22 05:53:00
173983593,7514694,6,SELYOAK,D,2020-12-22 05:51:00,2020-12-22 05:51:00
173983592,7514694,5,SELYOAK,A,2020-12-22 05:50:30,2020-12-22 05:51:00
173983591,7514694,4,UNVRSYB,D,2020-12-22 05:49:00,2020-12-22 05:49:00
173983590,7514694,3,UNVRSYB,A,2020-12-22 05:48:00,2020-12-22 05:48:00
173983589,7514694,2,FIVEWYS,D,2020-12-22 05:45:00,2020-12-22 05:45:00
173983588,7514694,1,FIVEWYS,A,2020-12-22 05:44:00,2020-12-22 05:44:00
173983587,7514694,0,BHAMNWS,D,2020-12-22 05:41:00,2020-12-22 05:41:00
173983738,7514703,20,COVNTRY,A,2020-12-23 00:08:00,2020-12-23 00:10:00
173983737,7514703,19,CANLEY,D,2020-12-23 00:05:30,2020-12-23 00:05:00
173983736,7514703,18,CANLEY,A,2020-12-23 00:05:00,2020-12-23 00:05:00
173983735,7514703,17,TILEH,D,2020-12-23 00:02:30,2020-12-23 00:02:00
173983734,7514703,16,TILEH,A,2020-12-23 00:02:00,2020-12-23 00:02:00
173983733,7514703,15,BKSWELL,D,2020-12-22 23:59:30,2020-12-22 23:59:00
173983732,7514703,14,BKSWELL,A,2020-12-22 23:58:30,2020-12-22 23:59:00
173983731,7514703,13,HMPTNIA,D,2020-12-22 23:54:30,2020-12-22 23:54:00
173983730,7514703,12,HMPTNIA,A,2020-12-22 23:54:00,2020-12-22 23:54:00
173983729,7514703,11,BHAMINT,D,2020-12-22 23:51:30,2020-12-22 23:51:00
173983728,7514703,10,BHAMINT,A,2020-12-22 23:50:30,2020-12-22 23:51:00
173983727,7514703,9,MRSTNGR,D,2020-12-22 23:48:00,2020-12-22 23:48:00
173983726,7514703,8,MRSTNGR,A,2020-12-22 23:47:00,2020-12-22 23:47:00
173983725,7514703,7,LEAHALL,D,2020-12-22 23:44:30,2020-12-22 23:44:00
173983724,7514703,6,LEAHALL,A,2020-12-22 23:44:00,2020-12-22 23:44:00
173983723,7514703,5,STECHFD,D,2020-12-22 23:42:00,2020-12-22 23:42:00
173983722,7514703,4,STECHFD,A,2020-12-22 23:41:00,2020-12-22 23:41:00
173983721,7514703,3,ADERLYP,D,2020-12-22 23:38:30,2020-12-22 23:38:00
173983720,7514703,2,ADERLYP,A,2020-12-22 23:38:00,2020-12-22 23:38:00
173983718,7514703,0,BHAMNWS,D,2020-12-22 23:34:00,2020-12-22 23:34:00
173983778,7514704,39,LVRPLSH,A,2020-12-22 23:21:00,2020-12-22 23:21:00
173983773,7514704,34,ALERTN,D,2020-12-22 23:11:30,2020-12-22 23:11:00
173983772,7514704,33,ALERTN,A,2020-12-22 23:10:30,2020-12-22 23:11:00
173983770,7514704,31,RUNCORN,D,2020-12-22 23:03:30,2020-12-22 23:02:00
173983769,7514704,30,RUNCORN,A,2020-12-22 23:02:30,2020-12-22 23:02:00
173983766,7514704,27,ACBG,D,2020-12-22 22:54:30,2020-12-22 22:54:00
173983765,7514704,26,ACBG,A,2020-12-22 22:54:00,2020-12-22 22:54:00
173983763,7514704,24,HARTFD,D,2020-12-22 22:50:00,2020-12-22 22:50:00
173983762,7514704,23,HARTFD,A,2020-12-22 22:49:30,2020-12-22 22:50:00
173983761,7514704,22,WNSFD,D,2020-12-22 22:45:30,2020-12-22 22:44:00
173983760,7514704,21,WNSFD,A,2020-12-22 22:45:00,2020-12-22 22:44:00
173983758,7514704,19,CREWE,D,2020-12-22 22:38:00,2020-12-22 22:38:00
173983757,7514704,18,CREWE,A,2020-12-22 22:35:00,2020-12-22 22:35:00
173983753,7514704,14,STAFFRD,D,2020-12-22 22:13:00,2020-12-22 22:13:00
173983752,7514704,13,STAFFRD,A,2020-12-22 22:09:30,2020-12-22 22:10:00
173983750,7514704,11,PNKRDG,D,2020-12-22 22:03:00,2020-12-22 22:03:00
173983749,7514704,10,PNKRDG,A,2020-12-22 22:02:00,2020-12-22 22:02:00
173983746,7514704,7,WVRMPTN,D,2020-12-22 21:54:00,2020-12-22 21:54:00
173983745,7514704,6,WVRMPTN,A,2020-12-22 21:50:30,2020-12-22 21:51:00
173983744,7514704,5,COSELEY,D,2020-12-22 21:45:00,2020-12-22 21:45:00
173983743,7514704,4,COSELEY,A,2020-12-22 21:44:30,2020-12-22 21:45:00
173983739,7514704,0,BHAMNWS,D,2020-12-22 21:34:00,2020-12-22 21:34:00
173985789,7514790,17,COVNTRY,A,2020-12-22 01:14:00,2020-12-22 01:14:00
173985788,7514790,16,CANLEY,D,2020-12-22 01:11:30,2020-12-22 01:11:00
173985787,7514790,15,CANLEY,A,2020-12-22 01:10:30,2020-12-22 01:11:00
173985786,7514790,14,TILEH,D,2020-12-22 01:08:00,2020-12-22 01:08:00
173985785,7514790,13,TILEH,A,2020-12-22 01:07:30,2020-12-22 01:08:00
173985784,7514790,12,BKSWELL,D,2020-12-22 01:05:00,2020-12-22 01:05:00
173985783,7514790,11,BKSWELL,A,2020-12-22 01:04:00,2020-12-22 01:04:00
173985782,7514790,10,HMPTNIA,D,2020-12-22 01:00:00,2020-12-22 01:00:00
173985781,7514790,9,HMPTNIA,A,2020-12-22 00:59:30,2020-12-22 01:00:00
173985780,7514790,8,BHAMINT,D,2020-12-22 00:57:00,2020-12-22 00:57:00
173985779,7514790,7,BHAMINT,A,2020-12-22 00:55:00,2020-12-22 00:55:00
173985778,7514790,6,MRSTNGR,D,2020-12-22 00:52:30,2020-12-22 00:52:00
173985777,7514790,5,MRSTNGR,A,2020-12-22 00:51:30,2020-12-22 00:52:00
173985776,7514790,4,LEAHALL,D,2020-12-22 00:49:30,2020-12-22 00:49:00
173985775,7514790,3,LEAHALL,A,2020-12-22 00:48:30,2020-12-22 00:49:00
173985772,7514790,0,BHAMNWS,D,2020-12-22 00:42:00,2020-12-22 00:42:00
173986038,7514803,42,LCHTTVH,A,2020-12-22 07:36:00,2020-12-22 07:36:00
173986037,7514803,41,LCHC,D,2020-12-22 07:33:30,2020-12-22 07:33:00
173986036,7514803,40,LCHC,A,2020-12-22 07:32:30,2020-12-22 07:33:00
173986035,7514803,39,SHNS,D,2020-12-22 07:26:30,2020-12-22 07:26:00
173986034,7514803,38,SHNS,A,2020-12-22 07:26:00,2020-12-22 07:26:00
173986033,7514803,37,BLKST,D,2020-12-22 07:22:30,2020-12-22 07:22:00
173986032,7514803,36,BLKST,A,2020-12-22 07:22:00,2020-12-22 07:22:00
173986031,7514803,35,BTLRSLA,D,2020-12-22 07:20:30,2020-12-22 07:20:00
173986030,7514803,34,BTLRSLA,A,2020-12-22 07:19:30,2020-12-22 07:20:00
173986029,7514803,33,FOUROKS,D,2020-12-22 07:17:30,2020-12-22 07:17:00
173986028,7514803,32,FOUROKS,A,2020-12-22 07:17:00,2020-12-22 07:17:00
173986027,7514803,31,SUTCO,D,2020-12-22 07:14:30,2020-12-22 07:14:00
173986026,7514803,30,SUTCO,A,2020-12-22 07:13:30,2020-12-22 07:14:00
173986025,7514803,29,WYGN,D,2020-12-22 07:11:30,2020-12-22 07:11:00
173986024,7514803,28,WYGN,A,2020-12-22 07:11:00,2020-12-22 07:11:00
173986023,7514803,27,CHSRD,D,2020-12-22 07:09:30,2020-12-22 07:09:00
173986022,7514803,26,CHSRD,A,2020-12-22 07:09:00,2020-12-22 07:09:00
173986021,7514803,25,ERDNGTN,D,2020-12-22 07:07:30,2020-12-22 07:07:00
173986020,7514803,24,ERDNGTN,A,2020-12-22 07:06:30,2020-12-22 07:07:00
173986019,7514803,23,GRAVLYH,D,2020-12-22 07:04:30,2020-12-22 07:04:00
173986018,7514803,22,GRAVLYH,A,2020-12-22 07:04:00,2020-12-22 07:04:00
173986017,7514803,21,ASTON,D,2020-12-22 07:01:00,2020-12-22 07:01:00
173986016,7514803,20,ASTON,A,2020-12-22 07:00:30,2020-12-22 07:01:00
173986014,7514803,18,BHAMNWS,D,2020-12-22 06:55:00,2020-12-22 06:55:00
173986013,7514803,17,BHAMNWS,A,2020-12-22 06:52:00,2020-12-22 06:52:00
173986012,7514803,16,FIVEWYS,D,2020-12-22 06:49:00,2020-12-22 06:48:00
